id,prod_id,prod_name,prod_descr,source,img_path,my_img_path,price_dbl,in_stock, needed_stock, location
11,AM-2499-36_BLACK,Black Soft Tiles for FTC Field - Full Field 36 Black Tiles (am-2499-36_black),Black Soft Tiles for FTC Field - Full Field 36 Black Tiles (am-2499-36_black),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2499-36_black,Resources/AndyMark/am-2499-36_black.jpg,207.0,0.0,0.0,null
12,AM-2674BUILT,Assembled String Potentiometer Complete Kit (am-2674BUILT),Assembled String Potentiometer Complete Kit (am-2674BUILT),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2674BUILT,Resources/AndyMark/am-2674built.jpg,50.0,0.0,0.0,null
13,AM-2680,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""0"" (am-2680)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""0"" (am-2680)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2680,Resources/AndyMark/am-2680.jpg,6.5,0.0,0.0,null
14,AM-2681,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""1"" (am-2681)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""1"" (am-2681)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2681,Resources/AndyMark/am-2681.jpg,6.5,0.0,0.0,null
15,AM-2682,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""2"" (am-2682)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""2"" (am-2682)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2682,Resources/AndyMark/am-2682.jpg,6.5,0.0,0.0,null
16,AM-2683,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""3"" (am-2683)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""3"" (am-2683)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2683,Resources/AndyMark/am-2683.jpg,6.5,0.0,0.0,null
17,AM-2684,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""4"" (am-2684)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""4"" (am-2684)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2684,Resources/AndyMark/am-2684.jpg,6.5,0.0,0.0,null
18,AM-2685,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""5"" (am-2685)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""5"" (am-2685)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2685,Resources/AndyMark/am-2685.jpg,6.5,0.0,0.0,null
19,AM-2686,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""6"" & ""9"" (am-2686)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""6"" & ""9"" (am-2686)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2686,Resources/AndyMark/am-2686.jpg,6.5,0.0,0.0,null
20,AM-2687,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""7"" (am-2687)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""7"" (am-2687)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2687,Resources/AndyMark/am-2687.jpg,6.5,0.0,0.0,null
21,AM-2688,"Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""8"" (am-2688)","Vinyl Stick-on Number :  White :  4 in. tall :  Qty 4 - ""8"" (am-2688)",www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2688,Resources/AndyMark/am-2688.jpg,6.5,0.0,0.0,null
22,AM-2767_58,Sonic Shifter - Hex - 2.56:1 [Low 14.8:1 / High 5.8:1] (am-2767_58),Sonic Shifter - Hex - 2.56:1 [Low 14.8:1 / High 5.8:1] (am-2767_58),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2767_58,Resources/AndyMark/am-2767_58.jpg,318.0,0.0,0.0,null
23,AM-2944,Gaffers Tape - Black (am-2944),Gaffers Tape - Black (am-2944),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2944,Resources/AndyMark/am-2944.jpg,23.0,0.0,0.0,null
24,AM-2945,Gaffers Tape - White (am-2945),Gaffers Tape - White (am-2945),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2945,Resources/AndyMark/am-2945.jpg,23.0,0.0,0.0,null
25,AM-2946,Gaffers Tape - Red (am-2946),Gaffers Tape - Red (am-2946),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2946,Resources/AndyMark/am-2946.jpg,23.0,0.0,0.0,null
26,AM-2947,Gaffers Tape - Blue (am-2947),Gaffers Tape - Blue (am-2947),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-2947,Resources/AndyMark/am-2947.jpg,23.0,0.0,0.0,null
27,AM-3225_5,Thermal Sticker - 5 Pack (am-3225_5),Thermal Sticker - 5 Pack (am-3225_5),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-3225_5,Resources/AndyMark/am-3225_5.jpg,10.0,0.0,0.0,null
28,AM-3419B,EuroBoard Panel :  20 in.x12 in. (am-euroboard) - Blue,EuroBoard Panel :  20 in.x12 in. (am-euroboard) - Blue,www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-3419B,Resources/AndyMark/am-3419b.jpg,2.5,0.0,0.0,null
29,AM-3419R,EuroBoard Panel :  20 in.x12 in. (am-euroboard) - Red,EuroBoard Panel :  20 in.x12 in. (am-euroboard) - Red,www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-3419R,Resources/AndyMark/am-3419r.jpg,2.5,0.0,0.0,null
30,AM-3828B,Blue Magnum Marker (am-3828B),Blue Magnum Marker (am-3828B),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-3828B,Resources/AndyMark/am-3828b.jpg,4.0,0.0,0.0,null
31,AM-3828R,Red Magnum Marker (am-3828R),Red Magnum Marker (am-3828R),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-3828R,Resources/AndyMark/am-3828r.jpg,4.0,0.0,0.0,null
32,AM-PANELBAG,FIRST Tech Challenge Field 6 Panel Bag,FIRST Tech Challenge Field 6 Panel Bag,www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-PanelBag,Resources/AndyMark/am-panelbag.jpg,160.0,0.0,0.0,null
33,AM-TILEBAG,FTC Soft Tiles Carrying Bag,FTC Soft Tiles Carrying Bag,www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-TileBag,Resources/AndyMark/am-tilebag.jpg,60.0,0.0,0.0,null
34,AM-ROCKETBOX,Rocketbox PTO,Rocketbox PTO,www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=AM-rocketbox,Resources/AndyMark/am-rocketbox.jpg,340.0,0.0,0.0,null
35,EVO-4R-283-135-LH2,EVO Shifter for RedLine [4 in. Wheel Version] (EVO-4R-283-135-LH2),EVO Shifter for RedLine [4 in. Wheel Version] (EVO-4R-283-135-LH2),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=EVO-4R-283-135-LH2,Resources/AndyMark/evo-4r-283-135-lh2.jpg,334.0,0.0,0.0,null
36,EVO-SLIM2CIM,EVO Slim 2 CIM,EVO Slim 2 CIM,www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=EVO-Slim2CIM,Resources/AndyMark/evo-slim2cim.jpg,129.0,0.0,0.0,null
37,EVO-SLIM3CIM,EVO Slim 3 CIM,EVO Slim 3 CIM,www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=EVO-Slim3CIM,Resources/AndyMark/evo-slim3cim.jpg,134.0,0.0,0.0,null
38,AM-0001,AM Shifter with 2.56:1 spread (am-0001),AM Shifter with 2.56:1 spread (am-0001),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0001,Resources/AndyMark/am-0001.jpg,298.0,0.0,0.0,null
39,AM-0002,AM Planetary Gearbox (am-0002),AM Planetary Gearbox (am-0002),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0002,Resources/AndyMark/am-0002.jpg,40.0,0.0,0.0,null
40,AM-0004,AM Shifter (Gen 1) Outside plate (am-0004),AM Shifter (Gen 1) Outside plate (am-0004),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0004,Resources/AndyMark/am-0004.jpg,22.0,0.0,0.0,null
41,AM-0009,6 Gauge Battery Cable (am-0009),6 Gauge Battery Cable (am-0009),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0009,Resources/AndyMark/am-0009.jpg,17.0,0.0,0.0,null
42,AM-0010,Hi-Tec Deluxe Standard Servo :  model HS-422 (am-0010),Hi-Tec Deluxe Standard Servo :  model HS-422 (am-0010),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0010,Resources/AndyMark/am-0010.jpg,15.0,0.0,0.0,null
43,AM-0019,S35-12H Steel Sprocket (am-0019),S35-12H Steel Sprocket (am-0019),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0019,Resources/AndyMark/am-0019.jpg,8.0,0.0,0.0,null
44,AM-0020,Three Tooth Dog Gear (am-0020),Three Tooth Dog Gear (am-0020),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0020,Resources/AndyMark/am-0020.jpg,30.0,0.0,0.0,null
45,AM-0021,Output Hex Shaft for AM Shifter (am-0021),Output Hex Shaft for AM Shifter (am-0021),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0021,Resources/AndyMark/am-0021.jpg,24.0,0.0,0.0,null
46,AM-0022,48T 20DP 1.125 in. Round Bore :  Steel Gear (am-0022),48T 20DP 1.125 in. Round Bore :  Steel Gear (am-0022),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0022,Resources/AndyMark/am-0022.jpg,23.0,0.0,0.0,null
47,AM-0023,35T 20DP 0.8745 in. Round Bore :  Steel Gear (am-0023),35T 20DP 0.8745 in. Round Bore :  Steel Gear (am-0023),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0023,Resources/AndyMark/am-0023.jpg,17.0,0.0,0.0,null
48,AM-0024,40T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0024),40T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0024),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0024,Resources/AndyMark/am-0024.jpg,17.0,0.0,0.0,null
49,AM-0025,28T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0025),28T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0025),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0025,Resources/AndyMark/am-0025.jpg,13.0,0.0,0.0,null
50,AM-0027,3/8 in. id Flanged Bearing (FR6) (am-0027),3/8 in. id Flanged Bearing (FR6) (am-0027),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0027,Resources/AndyMark/am-0027.jpg,3.0,0.0,0.0,null
51,AM-0028,3/8 in. id Flanged :  Shielded Ball Bearing (FR6ZZ) (am-0028),3/8 in. id Flanged :  Shielded Ball Bearing (FR6ZZ) (am-0028),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0028,Resources/AndyMark/am-0028.jpg,3.0,0.0,0.0,null
52,AM-0029,1/2 in. id Bearing (R8) (am-0029),1/2 in. id Bearing (R8) (am-0029),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0029,Resources/AndyMark/am-0029.jpg,3.0,0.0,0.0,null
53,AM-0030,1/2 in. id Flanged :  Shielded Ball Bearing (FR8ZZ) (am-0030),1/2 in. id Flanged :  Shielded Ball Bearing (FR8ZZ) (am-0030),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0030,Resources/AndyMark/am-0030.jpg,3.0,0.0,0.0,null
54,AM-0031,3/16 in. id Bearing (R3) (am-0031),3/16 in. id Bearing (R3) (am-0031),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0031,Resources/AndyMark/am-0031.jpg,3.0,0.0,0.0,null
55,AM-0032,2x2x14mm Machine Key (am-0032),2x2x14mm Machine Key (am-0032),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0032,Resources/AndyMark/am-0032.jpg,1.0,0.0,0.0,null
56,AM-0033,Retaining Ring :  8mm id (am-0033),Retaining Ring :  8mm id (am-0033),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0033,Resources/AndyMark/am-0033.jpg,0.25,0.0,0.0,null
57,AM-0034,14T 20DP 8mm Round with 2mm Key :  Steel Gear (am-0034),14T 20DP 8mm Round with 2mm Key :  Steel Gear (am-0034),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0034,Resources/AndyMark/am-0034.jpg,10.0,0.0,0.0,null
58,AM-0040,15T 32DP :  Steel Gear (am-0040),15T 32DP :  Steel Gear (am-0040),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0040,Resources/AndyMark/am-0040.jpg,9.0,0.0,0.0,null
59,AM-0048,8 in. Plastic Omni-Wheel (am-0048),8 in. Plastic Omni-Wheel (am-0048),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0048,Resources/AndyMark/am-0048.jpg,34.0,0.0,0.0,null
60,AM-0049,Black SBR Roller (am-0049),Black SBR Roller (am-0049),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0049,Resources/AndyMark/am-0049.jpg,0.75,0.0,0.0,null
61,AM-0050,Omni-Roller Sleeve (am-0050),Omni-Roller Sleeve (am-0050),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0050,Resources/AndyMark/am-0050.jpg,0.25,0.0,0.0,null
62,AM-0074,Servo Post Assembly (am-0074),Servo Post Assembly (am-0074),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0074,Resources/AndyMark/am-0074.jpg,1.0,0.0,0.0,null
63,AM-0077A,1/2 in Key Hub (am-0077a),1/2 in Key Hub (am-0077a),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0077a,Resources/AndyMark/am-0077a.jpg,11.0,0.0,0.0,null
64,AM-0079,8 in. Omni Wheel Web (am-0079),8 in. Omni Wheel Web (am-0079),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0079,Resources/AndyMark/am-0079.jpg,15.0,0.0,0.0,null
65,AM-0086,Servo shaft (am-0086),Servo shaft (am-0086),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0086,Resources/AndyMark/am-0086.jpg,10.0,0.0,0.0,null
66,AM-0087,Servo Arm (am-0087),Servo Arm (am-0087),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0087,Resources/AndyMark/am-0087.jpg,17.0,0.0,0.0,null
67,AM-0089,3/16 in. id Oillite Bushing (am-0089),3/16 in. id Oillite Bushing (am-0089),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0089,Resources/AndyMark/am-0089.jpg,1.5,0.0,0.0,null
68,AM-0090,3/16 in. Diameter Shoulder Screw (am-0090),3/16 in. Diameter Shoulder Screw (am-0090),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0090,Resources/AndyMark/am-0090.jpg,4.5,0.0,0.0,null
69,AM-0093,AM Servo Shifter Upgrade Package (am-0093),AM Servo Shifter Upgrade Package (am-0093),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0093,Resources/AndyMark/am-0093.jpg,48.0,0.0,0.0,null
70,AM-0096A,1/2 in. Hex Hub (am-0096a),1/2 in. Hex Hub (am-0096a),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0096a,Resources/AndyMark/am-0096a.jpg,11.0,0.0,0.0,null
71,AM-0098,8 in. Aluminum Omni Wheel (am-0098),8 in. Aluminum Omni Wheel (am-0098),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0098,Resources/AndyMark/am-0098.jpg,56.0,0.0,0.0,null
72,AM-0113,Pneumatic Shifter Upgrade Package (am-0113),Pneumatic Shifter Upgrade Package (am-0113),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0113,Resources/AndyMark/am-0113.jpg,39.0,0.0,0.0,null
73,AM-0122,Battery Flag (am-0122),Battery Flag (am-0122),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0122,Resources/AndyMark/am-0122.jpg,1.0,0.0,0.0,null
74,AM-0123,8 in. Plastic Omni Wheel with 1/2 in. Ball Bearings (am-0123),8 in. Plastic Omni Wheel with 1/2 in. Ball Bearings (am-0123),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0123,Resources/AndyMark/am-0123.jpg,39.0,0.0,0.0,null
75,AM-0125,Super Shifter Wheel Shaft (am-0125),Super Shifter Wheel Shaft (am-0125),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0125,Resources/AndyMark/am-0125.jpg,17.0,0.0,0.0,null
76,AM-0126,Long SS Wheel Shaft (am-0126),Long SS Wheel Shaft (am-0126),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0126,Resources/AndyMark/am-0126.jpg,18.0,0.0,0.0,null
77,AM-0129,45/20 Gear Set (am-0129),45/20 Gear Set (am-0129),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0129,Resources/AndyMark/am-0129.jpg,29.0,0.0,0.0,null
78,AM-0131,SS Hex Shaft (am-0131),SS Hex Shaft (am-0131),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0131,Resources/AndyMark/am-0131.jpg,15.0,0.0,0.0,null
79,AM-0134A,375 Key Hub (am-0134a),375 Key Hub (am-0134a),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0134a,Resources/AndyMark/am-0134a.jpg,11.0,0.0,0.0,null
80,AM-0135,SS Servo Arm (am-0135),SS Servo Arm (am-0135),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0135,Resources/AndyMark/am-0135.jpg,15.0,0.0,0.0,null
81,AM-0139,28T 20DP 0.874 in. Round Bore :  Steel Gear (am-0139),28T 20DP 0.874 in. Round Bore :  Steel Gear (am-0139),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0139,Resources/AndyMark/am-0139.jpg,16.0,0.0,0.0,null
82,AM-0140,35T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0140),35T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0140),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0140,Resources/AndyMark/am-0140.jpg,16.0,0.0,0.0,null
83,AM-0143,50T 20 DP 0.375 in. Hex Bore :  Aluminum Gear (am-0143),50T 20 DP 0.375 in. Hex Bore :  Aluminum Gear (am-0143),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0143,Resources/AndyMark/am-0143.jpg,19.0,0.0,0.0,null
84,AM-0144,6 in. Rubber Treaded Wheel (am-0144),6 in. Rubber Treaded Wheel (am-0144),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0144,Resources/AndyMark/am-0144.jpg,9.0,0.0,0.0,null
85,AM-0147,Long SS Hex Shaft (am-0147),Long SS Hex Shaft (am-0147),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0147,Resources/AndyMark/am-0147.jpg,18.0,0.0,0.0,null
86,AM-0148,6 in. Rubber Treaded Wheel w/ 1/2 in. Bearings (am-0148),6 in. Rubber Treaded Wheel w/ 1/2 in. Bearings (am-0148),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0148,Resources/AndyMark/am-0148.jpg,15.0,0.0,0.0,null
87,AM-0149,50T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0149),50T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0149),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0149,Resources/AndyMark/am-0149.jpg,17.0,0.0,0.0,null
88,AM-0150,50T 20DP 0.5 in. Hex Bore :  Steel Gear (am-0150),50T 20DP 0.5 in. Hex Bore :  Steel Gear (am-0150),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0150,Resources/AndyMark/am-0150.jpg,17.0,0.0,0.0,null
89,AM-0151,14T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0151),14T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0151),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0151,Resources/AndyMark/am-0151.jpg,10.0,0.0,0.0,null
90,AM-0152,Toughbox Series 3/8 in. Hex Cluster Shaft (am-0152),Toughbox Series 3/8 in. Hex Cluster Shaft (am-0152),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0152,Resources/AndyMark/am-0152.jpg,6.0,0.0,0.0,null
91,AM-0153A,Short 1/2 in. Keyed Output Shaft with Magnet for Toughbox Series (am-0153a),Short 1/2 in. Keyed Output Shaft with Magnet for Toughbox Series (am-0153a),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0153a,Resources/AndyMark/am-0153a.jpg,13.0,0.0,0.0,null
92,AM-0155,Toughbox Mount Plate (am-0155),Toughbox Mount Plate (am-0155),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0155,Resources/AndyMark/am-0155.jpg,10.0,0.0,0.0,null
93,AM-0160,500 Bearing Hub (am-0160),500 Bearing Hub (am-0160),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0160,Resources/AndyMark/am-0160.jpg,19.5,0.0,0.0,null
94,AM-0161,375 Bearing Hub (am-0161),375 Bearing Hub (am-0161),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0161,Resources/AndyMark/am-0161.jpg,19.5,0.0,0.0,null
95,AM-0166,S35-12H-500K Aluminum Sprocket (am-0166),S35-12H-500K Aluminum Sprocket (am-0166),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0166,Resources/AndyMark/am-0166.jpg,13.0,0.0,0.0,null
96,AM-0167,S35-15H-500K Aluminum Sprocket (am-0167),S35-15H-500K Aluminum Sprocket (am-0167),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0167,Resources/AndyMark/am-0167.jpg,15.0,0.0,0.0,null
97,AM-0170,Shifter Shaft (am-0170),Shifter Shaft (am-0170),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0170,Resources/AndyMark/am-0170.jpg,9.0,0.0,0.0,null
98,AM-0176,19T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0176),19T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0176),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0176,Resources/AndyMark/am-0176.jpg,12.0,0.0,0.0,null
99,AM-0177,24T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0177),24T 20DP 0.375 in. Hex Bore :  Steel Gear (am-0177),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0177,Resources/AndyMark/am-0177.jpg,13.0,0.0,0.0,null
100,AM-0178,40T 20DP 0.5 in. Hex Bore :  Steel Gear (am-0178),40T 20DP 0.5 in. Hex Bore :  Steel Gear (am-0178),www.andymark.com,http://www.andymark.com/ProductDetails.asp?ProductCode=am-0178,Resources/AndyMark/am-0178.jpg,16.0,0.0,0.0,null
